rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,flood_risk
-0.7219851892347248,-1.062189915731891,-0.95983395602268,-0.5777223323043682,-1.008903792879583,-1.5067048184653733,-0.4204930744713057,1.0573447544779981,0.43320224572657556,0.844785669951714,2.18175035324379,-0.2551551815399144,0
0.1022453718109675,-0.11550786123574601,-0.4476837814543111,0.010011207496989194,-0.0014377380157952018,0.34564810728097095,-0.16921487323633055,1.393739036033301,0.8755148756186785,0.771454482333068,-0.6161374994724993,1.105672453339629,1
-0.7506043059377001,-0.7792263595114821,-1.0475728305503287,-1.1625318246440275,-0.7570372791636361,-1.0569681445360635,2.1103271494410625,-1.1508876459157047,-1.4867695040723254,0.47519648435373824,1.528546963504578,-1.9561897251393436,0
0.26934084617500664,0.651633987504144,0.5041809852235535,0.9690987749340301,1.341850335135922,1.1172275884909437,-0.837367972018827,-1.1240586541352207,-1.6246843552636268,-1.0227152414031366,-0.6560554844010067,0.08505172717997146,2
-0.7582360703918269,-0.8773590765360509,-0.9720765896777006,-0.723924705389283,-0.9921126919651866,-1.2846473357127766,0.6859737798634614,-0.2118729335987561,-0.09776993135993449,0.824252937418493,0.24935699193195593,1.105672453339629,0
-0.40275651555486897,-0.10287860721867115,-0.15284035426256096,-0.27069734882604723,-0.4715885636188962,0.2988005370800012,-0.22746942533199407,-0.9259368686793369,0.5681617786780637,-1.4490138787595317,-0.44376438273576296,1.4458793620595147,1
-0.3978360358410241,-0.41656197050764077,-0.32321700596159997,0.3930614249794661,-0.3036775544749315,0.5681740657355774,-0.4333563892741553,1.4040578790257945,-0.14308481103707574,0.7059452880604108,-0.6614988459821668,1.7860862707794007,1
0.8374052082407328,0.3601371515424683,0.4439880364197014,1.3053642330293342,1.3166636837643273,0.7335459885450007,-0.9843350399962116,-0.327443975114688,-0.20908691839291293,0.3950210525573519,-0.8592743167643169,0.7654655446197431,2
0.5410718279232573,1.0631087366280318,0.4358262806496876,0.7702635475385461,1.199125977363552,0.9031341926725115,-0.7848797334554753,-0.7525803064054387,0.5317128537203621,-1.3131067443729747,-0.8356864165792899,0.7654655446197431,2
-0.052197440431755976,-0.14588633711465615,0.1348615366304271,0.17375786535209392,0.023748913355799515,0.36532408676537836,-0.24861257495047093,-0.6576469508744943,0.969099953212776,-0.7078800092270832,-0.5907351454270855,-0.5953620902598002,1
-1.0456322528617066,-0.5440491698421676,-0.5711303374757705,-1.1596077771823292,-1.160023701109151,-0.6372139155353742,2.0349215109415995,-1.2478847700451474,1.1050445922442012,1.4324129200691305,-0.11716268786615724,-0.5953620902598002,0
0.656452056315253,0.9728266369654286,0.7061844405313964,0.9486304427021425,0.24203322524295343,1.1467415577175544,-0.649814928025555,1.15640564720594,0.5159511564413567,-1.0158709972253963,-0.7304480926768613,-0.2551551815399144,2
2.7419321113587394,2.7274396173647193,1.1979302256747302,1.586072789352371,1.4425969406223007,1.2713560944521338,-0.8707830196676086,0.25041123246497204,-1.7094034781382832,0.715722779742897,-1.002616171734866,-0.2551551815399144,3
-0.8228048143918731,-1.052120645637196,-0.7843562069673822,-1.454936570813857,-0.538752967276482,-0.38892179347023464,0.03763314296121585,0.0749909015925755,0.9346212404149499,-0.9728500338224574,0.0279936209647786,1.4458793620595147,0
-0.7718929120465801,-0.6298939640393122,-0.9475913223676591,-0.57479828484267,-1.160023701109151,-0.6273759257931709,2.3369137004222917,-0.18298017321977297,-1.5754290512667333,1.4255686758913901,1.523103601923418,-0.2551551815399144,0
-0.8823526607247308,-0.9971663241034375,-0.8200638884611927,-1.22686086880139,-1.0508815451655742,-1.420036813593579,2.4604458787875885,-0.16234248723478553,0.2578533634976366,1.642628991242582,0.7646618882817783,-0.935568998979686,0
0.4010892009620371,0.5879757206342935,0.809226607127821,0.5246435607558892,1.165543775534759,0.7953847812102811,-1.013166607657771,-1.4088587207280532,-1.411901441997048,0.6482580871337427,-0.8719754937870239,-0.2551551815399144,2
